id,roi,method,ref,populations,ecotypes,caption,caption_alt,qtl_trait,qtl_trait_alt,qtl_functioncat1,qtl_cat,qtl_pve,candidate_gene,candidate_gene_long,candidate_gene_ensembl,candidate_region,candidate_function,remarks,GLA_chr_start,GLA_pos_start,GLA_chr_end,GLA_pos_end,GLA_chr_regstart,pos_regstart_GLA,GLA_chr_regend,GLA_pos_regend,GLA_overlap_definition,GLA_chr_ovstart,GLA_pos_ovstart,GLA_chr_ovend,GLA_pos_ovend,GLA_masked
55,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,"PROX1*, CCDC28A","prospero homeobox protein 1*, coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:21098], ",,,,"global marine-freshwater differentiation, FDR=0.02, export from StickleBrowser",chrI,26135846,chrI,26129846,,,,,exact region as reported,chrI,26129846,chrI,26135846,
56,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,"ECT2L, FILIPIL-G,-H, Novel*","epithelial cell transforming sequence 2 oncogene-like [Source:HGNC Symbol;Acc:21118], filamin A interacting protein 1-like [Source:HGNC Symbol;Acc:24589], unnamed protein product*",,,,"global marine-freshwater differentiation, FDR=0.02, export from StickleBrowser",chrI,26107632,chrI,26103846,,,,,exact region as reported,chrI,26103846,chrI,26107632,
57,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,"ECT2L, FILIPIL-G,-H, Novel*","epithelial cell transforming sequence 2 oncogene-like [Source:HGNC Symbol;Acc:21118], filamin A interacting protein 1-like [Source:HGNC Symbol;Acc:24589]",,,,"global marine-freshwater differentiation, FDR=0.02, export from StickleBrowser",chrI,26094846,chrI,26088846,,,,,exact region as reported,chrI,26088846,chrI,26094846,
58,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,"FILIPIL-G,-H, Novel*","filamin A interacting protein 1-like [Source:HGNC Symbol;Acc:24589], unnamed protein product*",,,,"global marine-freshwater differentiation, FDR=0.02, export from StickleBrowser",chrI,26085346,chrI,26082846,,,,,exact region as reported,chrI,26082846,chrI,26085346,
59,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,"FILIPIL-G,-H, Novel*, no significant similarities*, COL8A1","filamin A interacting protein 1-like [Source:HGNC Symbol;Acc:24589], unnamed protein product*, no significant similarities*, collagen, type VIII, alpha 1 [Source:HGNC Symbol;Acc:2215]",,,,"global marine-freshwater differentiation, FDR=0.02, export from StickleBrowser",chrI,26070846,chrI,26066346,,,,,exact region as reported,chrI,26066346,chrI,26070846,
60,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,"no significant similarities*, COL8A1,","no significant similarities*, collagen, type VIII, alpha 1 [Source:HGNC Symbol;Acc:2215], , ",,,,"global marine-freshwater differentiation, FDR=0.02, export from StickleBrowser",chrI,26065846,chrI,26063346,,,,,exact region as reported,chrI,26063346,chrI,26065846,
61,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,"no significant similarities*, COL8A1, JAGN1 (1 of 3), CCNYL1*","no significant similarities*, collagen, type VIII, alpha 1 [Source:HGNC Symbol;Acc:2215], jagunal homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:26926], cyclin-Y-like protein 1*",,,,"global marine-freshwater differentiation, FDR=0.02, export from StickleBrowser",chrI,26052346,chrI,26040846,,,,,exact region as reported,chrI,26040846,chrI,26052346,
62,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrII,973692,chrII,957685,,,,,exact region as reported,chrII,957685,chrII,973692,
63,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrII,2872077,chrII,2874577,,,,,exact region as reported,chrII,2872077,chrII,2874577,
64,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrII,6788577,chrII,6791077,,,,,exact region as reported,chrII,6788577,chrII,6791077,
65,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrII,15213828,chrII,15221471,,,,,exact region as reported,chrII,15213828,chrII,15221471,
66,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrII,15227729,chrII,15234913,,,,,exact region as reported,chrII,15227729,chrII,15234913,
67,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrII,15241750,chrII,15247956,,,,,exact region as reported,chrII,15241750,chrII,15247956,
68,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrII,15298215,chrII,15314077,,,,,exact region as reported,chrII,15298215,chrII,15314077,
69,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrII,15326464,chrII,15333294,,,,,exact region as reported,chrII,15326464,chrII,15333294,
70,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrII,16802577,chrII,16805077,,,,,exact region as reported,chrII,16802577,chrII,16805077,
71,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,"Muc5B*, Muc5B*+Tel","MUC5B precursor*, MUC5B precursor*",,,,"global marine-freshwater differentiation, FDR=0.02, export from StickleBrowser",chrII,964185,chrII,963419,,,,,exact region as reported,chrII,963419,chrII,964185,
72,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,"Muc5B*, Muc5B*+Tel, Muc2*","MUC5B precursor*, MUC5B precursor*, MUC2*",,,,"global marine-freshwater differentiation, FDR=0.02, export from StickleBrowser",chrII,962824,chrII,961816,,,,,exact region as reported,chrII,961816,chrII,962824,
73,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,"Muc5B*, Muc5B*+Tel, Muc2*","MUC5B precursor*, MUC5B precursor*, MUC2*",,,,"global marine-freshwater differentiation, FDR=0.02, export from StickleBrowser",chrII,960506,chrII,959135,,,,,exact region as reported,chrII,959135,chrII,960506,
74,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,22218744,chrIV,22185247,,,,,exact region as reported,chrIV,22185247,chrIV,22218744,
75,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,20139879,chrIV,20054902,,,,,exact region as reported,chrIV,20054902,chrIV,20139879,
76,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,8332093,chrIV,8344936,,,,,exact region as reported,chrIV,8332093,chrIV,8344936,
77,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,8570693,chrIV,8585028,,,,,exact region as reported,chrIV,8570693,chrIV,8585028,
78,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,9338602,chrIV,9346000,,,,,exact region as reported,chrIV,9338602,chrIV,9346000,
79,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,11207895,chrIV,11209303,,,,,exact region as reported,chrIV,11207895,chrIV,11209303,
80,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,11990665,chrIV,12002905,,,,,exact region as reported,chrIV,11990665,chrIV,12002905,
81,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12003110,chrIV,12007619,,,,,exact region as reported,chrIV,12003110,chrIV,12007619,
82,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12232818,chrIV,12235773,,,,,exact region as reported,chrIV,12232818,chrIV,12235773,
83,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12238055,chrIV,12238887,,,,,exact region as reported,chrIV,12238055,chrIV,12238887,
84,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12239205,chrIV,12241170,,,,,exact region as reported,chrIV,12239205,chrIV,12241170,
85,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12327673,chrIV,12330824,,,,,exact region as reported,chrIV,12327673,chrIV,12330824,
86,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12441700,chrIV,12444003,,,,,exact region as reported,chrIV,12441700,chrIV,12444003,
87,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12589303,chrIV,12594896,,,,,exact region as reported,chrIV,12589303,chrIV,12594896,
88,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12749000,chrIV,12753500,,,,,exact region as reported,chrIV,12749000,chrIV,12753500,
89,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12782886,chrIV,12797500,,,,,exact region as reported,chrIV,12782886,chrIV,12797500,
90,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12799000,chrIV,12844500,,,,,exact region as reported,chrIV,12799000,chrIV,12844500,
91,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12858500,chrIV,12868212,,,,,exact region as reported,chrIV,12858500,chrIV,12868212,
92,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12870000,chrIV,12877154,,,,,exact region as reported,chrIV,12870000,chrIV,12877154,
93,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,12943000,chrIV,12945500,,,,,exact region as reported,chrIV,12943000,chrIV,12945500,
94,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,13359200,chrIV,13361091,,,,,exact region as reported,chrIV,13359200,chrIV,13361091,
95,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,13383000,chrIV,13385500,,,,,exact region as reported,chrIV,13383000,chrIV,13385500,
96,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,13569500,chrIV,13572000,,,,,exact region as reported,chrIV,13569500,chrIV,13572000,
97,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,13655500,chrIV,13658000,,,,,exact region as reported,chrIV,13655500,chrIV,13658000,
98,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,13821585,chrIV,13823319,,,,,exact region as reported,chrIV,13821585,chrIV,13823319,
99,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,13849049,chrIV,13856500,,,,,exact region as reported,chrIV,13849049,chrIV,13856500,
100,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,13902406,chrIV,13906447,,,,,exact region as reported,chrIV,13902406,chrIV,13906447,
101,Outlier region,"outlier analysis, whole-genome, SOM/HMM approach for parallel freshwater/marine",Jones et al. 2012 Nature,Worldwide marine-freshwater,marine_freshwater,MF,,,,outlier,,,,,,,,"global marine-freshwater differentiation, FDR=0.05, export from StickleBrowser",chrIV,13913000,chrIV,13924000,,,,,exact region as reported,chrIV,13913000,chrIV,13924000,
